id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
9,near peak,short,10,outbreak,1,,sd,1.5,1.2,0.62,0.68,0.87,1,1.4,1.7,3,4
10,past peak,long,10,outbreak,1,,sd,51,14,5.4,5.9,8.6,11,19,30,87,160
11,past peak,medium,10,outbreak,1,,sd,14,5.5,2.4,2.6,3.5,4.4,7,10,24,40
12,past peak,short,10,outbreak,1,,sd,6.2,3.5,1.6,1.7,2.4,2.9,4.5,6.3,14,21
13,early outbreak,long,100,outbreak,1,,sd,3.5,3.4,2.3,2.5,2.8,3.1,3.6,4,5,5.5
14,early outbreak,medium,100,outbreak,1,,sd,1.8,1.8,1.3,1.4,1.5,1.6,1.9,2,2.4,2.5
15,early outbreak,short,100,outbreak,1,,sd,2.4,2.3,1.6,1.7,2,2.2,2.5,2.9,3.5,3.9
16,late outbreak,long,100,outbreak,1,,sd,8.3,8.1,6,6.3,7.1,7.6,8.6,9.3,11,12
17,late outbreak,medium,100,outbreak,1,,sd,4.1,4,3.2,3.3,3.6,3.8,4.2,4.5,5,5.2
18,late outbreak,short,100,outbreak,1,,sd,1.7,1.7,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.1
19,near peak,long,100,outbreak,1,,sd,4.8,4.7,3.5,3.6,4.1,4.4,5,5.5,6.4,6.9
20,near peak,medium,100,outbreak,1,,sd,3.1,3,2.4,2.5,2.7,2.9,3.2,3.4,3.8,4
21,near peak,short,100,outbreak,1,,sd,1.4,1.4,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.8
22,past peak,long,100,outbreak,1,,sd,5.3,5.2,4.1,4.2,4.7,5,5.5,5.9,6.7,7
23,past peak,medium,100,outbreak,1,,sd,3.9,3.8,3,3.1,3.4,3.6,4,4.3,4.8,5
24,past peak,short,100,outbreak,1,,sd,1.6,1.5,1.3,1.3,1.4,1.5,1.6,1.7,1.8,1.9
25,early outbreak,long,200,outbreak,1,,sd,3.4,3.4,2.7,2.8,3,3.2,3.5,3.8,4.3,4.5
26,early outbreak,medium,200,outbreak,1,,sd,2.9,2.8,2.2,2.2,2.5,2.7,3,3.2,3.7,3.9
27,early outbreak,short,200,outbreak,1,,sd,1.3,1.2,1,1,1.1,1.2,1.3,1.4,1.6,1.6
28,late outbreak,long,200,outbreak,1,,sd,7.2,7.1,5.8,6,6.5,6.8,7.5,7.9,8.8,9.1
29,late outbreak,medium,200,outbreak,1,,sd,4.5,4.5,3.8,3.9,4.1,4.3,4.6,4.8,5.2,5.4
30,late outbreak,short,200,outbreak,1,,sd,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.8,1.9,2
31,near peak,long,200,outbreak,1,,sd,4.6,4.6,3.8,3.9,4.2,4.4,4.8,5,5.5,5.7
32,near peak,medium,200,outbreak,1,,sd,3.9,3.9,3.3,3.3,3.6,3.7,4,4.2,4.6,4.7
33,near peak,short,200,outbreak,1,,sd,1.4,1.3,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.6
34,past peak,long,200,outbreak,1,,sd,5.7,5.6,4.7,4.8,5.2,5.4,5.9,6.2,6.8,7
35,past peak,medium,200,outbreak,1,,sd,4.4,4.3,3.6,3.7,4,4.2,4.5,4.7,5.1,5.2
36,past peak,short,200,outbreak,1,,sd,1.7,1.7,1.4,1.5,1.6,1.6,1.7,1.8,1.9,1.9
37,early outbreak,long,400,outbreak,1,,sd,3.8,3.8,3.1,3.2,3.5,3.6,3.9,4.1,4.5,4.7
38,early outbreak,medium,400,outbreak,1,,sd,2.8,2.7,2.3,2.4,2.5,2.6,2.8,3,3.2,3.3
39,early outbreak,short,400,outbreak,1,,sd,1.7,1.7,1.4,1.5,1.6,1.6,1.8,1.8,2,2.1
40,late outbreak,long,400,outbreak,1,,sd,6.6,6.6,5.7,5.9,6.2,6.4,6.8,7.1,7.5,7.7
41,late outbreak,medium,400,outbreak,1,,sd,4.2,4.2,3.7,3.8,4,4.1,4.3,4.5,4.7,4.8
42,late outbreak,short,400,outbreak,1,,sd,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.8
43,near peak,long,400,outbreak,1,,sd,4.5,4.5,3.9,4,4.2,4.4,4.6,4.8,5.2,5.3
44,near peak,medium,400,outbreak,1,,sd,3.4,3.4,2.9,3,3.2,3.3,3.4,3.6,3.8,3.9
45,near peak,short,400,outbreak,1,,sd,1.5,1.5,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
46,past peak,long,400,outbreak,1,,sd,5.8,5.8,5,5.1,5.4,5.6,5.9,6.1,6.6,6.7
47,past peak,medium,400,outbreak,1,,sd,3.5,3.5,3.1,3.2,3.3,3.4,3.6,3.7,3.9,4
48,past peak,short,400,outbreak,1,,sd,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.7
49,decay,long,200,exponential,1,,sd,5.2,5.2,4.3,4.4,4.7,5,5.3,5.6,6.1,6.3
50,decay,medium,200,exponential,1,,sd,3.6,3.5,3,3.1,3.3,3.4,3.7,3.8,4.2,4.3
51,decay,short,200,exponential,1,,sd,1.8,1.8,1.6,1.6,1.7,1.7,1.9,1.9,2.1,2.1
52,fast decay,long,200,exponential,1,,sd,6.7,6.6,5.4,5.6,6,6.3,6.9,7.3,7.9,8.2
53,fast decay,medium,200,exponential,1,,sd,3.6,3.6,3.1,3.1,3.3,3.5,3.7,3.9,4.2,4.3
54,fast decay,short,200,exponential,1,,sd,1.7,1.6,1.4,1.5,1.5,1.6,1.7,1.7,1.9,1.9
55,fast growth,long,200,exponential,1,,sd,4.2,4.1,3.2,3.4,3.7,3.9,4.4,4.7,5.3,5.7
56,fast growth,medium,200,exponential,1,,sd,3.1,3,2.4,2.5,2.7,2.9,3.2,3.4,3.8,3.9
57,fast growth,short,200,exponential,1,,sd,1.6,1.6,1.3,1.3,1.5,1.6,1.7,1.8,2,2.2
58,growth,long,200,exponential,1,,sd,5,5,3.9,4.1,4.5,4.7,5.2,5.6,6.3,6.6
59,growth,medium,200,exponential,1,,sd,3.1,3.1,2.6,2.6,2.9,3,3.2,3.4,3.7,3.8
60,growth,short,200,exponential,1,,sd,1.4,1.4,1.2,1.2,1.3,1.4,1.5,1.5,1.7,1.7
61,stable,long,200,exponential,1,,sd,5.1,5,4.2,4.3,4.6,4.8,5.3,5.5,6.1,6.4
62,stable,medium,200,exponential,1,,sd,3.9,3.9,3.3,3.4,3.6,3.8,4,4.2,4.6,4.7
63,stable,short,200,exponential,1,,sd,1.4,1.4,1.2,1.3,1.3,1.4,1.5,1.5,1.7,1.7
64,120 days,,834,ebola_case_study,,real-time,sd,3.6,3.5,3.3,3.3,3.4,3.5,3.6,3.7,3.8,3.9
65,120 days,,1032,ebola_case_study,,retrospective,sd,3.6,3.6,3.4,3.4,3.5,3.6,3.7,3.8,3.9,3.9
66,180 days,,3149,ebola_case_study,,real-time,sd,3.5,3.5,3.3,3.4,3.4,3.4,3.5,3.5,3.6,3.6
67,180 days,,3532,ebola_case_study,,retrospective,sd,3.8,3.8,3.7,3.7,3.7,3.8,3.8,3.8,3.9,3.9
68,240 days,,2399,ebola_case_study,,real-time,sd,3.4,3.4,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.6
69,240 days,,2483,ebola_case_study,,retrospective,sd,3.5,3.5,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.6
70,60 days,,401,ebola_case_study,,real-time,sd,2.2,2.2,2,2.1,2.1,2.2,2.3,2.3,2.4,2.5
71,60 days,,428,ebola_case_study,,retrospective,sd,2.6,2.6,2.4,2.4,2.5,2.6,2.7,2.7,2.9,2.9
