id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
10,past peak,long,10,outbreak,1,,sd,1.7e+86,150,7.1,9.2,21,49,830,13000,7.1e+07,7.3e+10
11,past peak,medium,10,outbreak,1,,sd,Inf,13,2.6,2.9,5,7.7,28,120,33000,3e+06
12,past peak,short,10,outbreak,1,,sd,2.1e+17,3.5,1.4,1.5,2.1,2.7,4.9,9.7,140,2000
13,early outbreak,long,100,outbreak,1,,sd,4.9,4.2,2.5,2.6,3.3,3.7,4.9,5.9,8.9,11
14,early outbreak,medium,100,outbreak,1,,sd,1.8,1.7,1.3,1.4,1.5,1.6,1.8,2,2.3,2.5
15,early outbreak,short,100,outbreak,1,,sd,1.9,1.9,1.4,1.4,1.6,1.7,2,2.2,2.7,2.9
16,late outbreak,long,100,outbreak,1,,sd,11,10,6.8,7.1,8.4,9.3,11,13,17,19
17,late outbreak,medium,100,outbreak,1,,sd,3.8,3.8,3,3.1,3.4,3.6,4,4.2,4.8,5.1
18,late outbreak,short,100,outbreak,1,,sd,1.6,1.6,1.3,1.3,1.4,1.5,1.7,1.7,1.9,2
19,near peak,long,100,outbreak,1,,sd,11,8.8,4.7,5.2,6.5,7.6,11,14,25,31
20,near peak,medium,100,outbreak,1,,sd,3.8,3.7,2.7,2.8,3.2,3.4,3.9,4.3,5.3,5.9
21,near peak,short,100,outbreak,1,,sd,1.3,1.3,1,1.1,1.1,1.2,1.3,1.4,1.6,1.7
22,past peak,long,100,outbreak,1,,sd,6.5,6.2,4.4,4.6,5.2,5.7,6.7,7.5,9.3,10
23,past peak,medium,100,outbreak,1,,sd,3.7,3.7,2.8,2.9,3.3,3.5,3.9,4.2,4.8,5.1
24,past peak,short,100,outbreak,1,,sd,1.3,1.2,1,1,1.1,1.2,1.3,1.4,1.5,1.6
25,early outbreak,long,200,outbreak,1,,sd,9.4,7.6,4.2,4.6,5.7,6.5,8.8,11,18,25
26,early outbreak,medium,200,outbreak,1,,sd,3,2.9,2.1,2.2,2.5,2.7,3.1,3.4,4,4.4
27,early outbreak,short,200,outbreak,1,,sd,1.2,1.2,0.98,1,1.1,1.1,1.2,1.3,1.4,1.5
28,late outbreak,long,200,outbreak,1,,sd,8.3,8.1,6.2,6.4,7.1,7.6,8.6,9.3,11,12
29,late outbreak,medium,200,outbreak,1,,sd,4.4,4.3,3.6,3.7,4,4.2,4.5,4.7,5.2,5.4
30,late outbreak,short,200,outbreak,1,,sd,1.5,1.5,1.3,1.3,1.4,1.4,1.5,1.6,1.7,1.7
31,near peak,long,200,outbreak,1,,sd,8.8,8.3,5.4,5.7,6.7,7.5,9.1,10,14,16
32,near peak,medium,200,outbreak,1,,sd,5.1,5,3.7,3.9,4.4,4.7,5.3,5.8,7,7.5
33,near peak,short,200,outbreak,1,,sd,1.1,1.1,0.95,0.97,1,1.1,1.1,1.2,1.3,1.3
34,past peak,long,200,outbreak,1,,sd,6.6,6.4,5,5.2,5.7,6.1,6.8,7.3,8.5,9
35,past peak,medium,200,outbreak,1,,sd,4.3,4.3,3.5,3.6,3.9,4.1,4.5,4.7,5.3,5.5
36,past peak,short,200,outbreak,1,,sd,1.4,1.4,1.2,1.2,1.3,1.3,1.4,1.5,1.6,1.6
37,early outbreak,long,400,outbreak,1,,sd,8.1,7.6,4.9,5.2,6.1,6.9,8.5,9.6,13,15
38,early outbreak,medium,400,outbreak,1,,sd,2.6,2.6,2.1,2.2,2.4,2.5,2.7,2.8,3.1,3.3
39,early outbreak,short,400,outbreak,1,,sd,1.3,1.3,1.1,1.2,1.2,1.3,1.3,1.4,1.5,1.5
40,late outbreak,long,400,outbreak,1,,sd,7.3,7.2,6.1,6.2,6.7,7,7.5,7.8,8.5,8.8
41,late outbreak,medium,400,outbreak,1,,sd,4,4,3.5,3.6,3.8,3.9,4.1,4.2,4.5,4.6
42,late outbreak,short,400,outbreak,1,,sd,1.4,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6
43,near peak,long,400,outbreak,1,,sd,7.3,7.1,5.4,5.6,6.2,6.7,7.6,8.2,9.6,10
44,near peak,medium,400,outbreak,1,,sd,3.4,3.4,2.9,3,3.2,3.3,3.5,3.7,4,4.2
45,near peak,short,400,outbreak,1,,sd,1.3,1.3,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.4
46,past peak,long,400,outbreak,1,,sd,6.7,6.6,5.4,5.6,6.1,6.4,6.9,7.3,8.1,8.4
47,past peak,medium,400,outbreak,1,,sd,3.5,3.5,3.1,3.1,3.3,3.4,3.6,3.7,4,4.1
48,past peak,short,400,outbreak,1,,sd,1.4,1.4,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5
49,decay,long,200,exponential,1,,sd,6.7,6.5,5,5.2,5.8,6.2,6.9,7.5,8.8,9.4
50,decay,medium,200,exponential,1,,sd,3.5,3.4,2.8,2.9,3.1,3.3,3.6,3.8,4.1,4.3
51,decay,short,200,exponential,1,,sd,1.5,1.5,1.3,1.3,1.4,1.5,1.6,1.6,1.7,1.8
52,fast decay,long,200,exponential,1,,sd,9.1,8.8,6.4,6.7,7.6,8.2,9.4,10,12,14
53,fast decay,medium,200,exponential,1,,sd,3.8,3.7,3.1,3.2,3.4,3.6,3.9,4.1,4.4,4.6
54,fast decay,short,200,exponential,1,,sd,1.4,1.4,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7
55,fast growth,long,200,exponential,1,,sd,11,9.2,5.1,5.6,7,8.1,11,13,21,25
56,fast growth,medium,200,exponential,1,,sd,4.4,4.2,3,3.2,3.6,3.9,4.5,5,6.4,7.1
57,fast growth,short,200,exponential,1,,sd,1.5,1.5,1.2,1.3,1.4,1.4,1.5,1.6,1.8,1.9
58,growth,long,200,exponential,1,,sd,8.3,7.7,5,5.4,6.3,6.9,8.7,9.9,13,15
59,growth,medium,200,exponential,1,,sd,3.1,3.1,2.4,2.5,2.8,2.9,3.2,3.4,3.9,4.1
60,growth,short,200,exponential,1,,sd,1.3,1.3,1.1,1.2,1.2,1.3,1.4,1.4,1.6,1.6
61,stable,long,200,exponential,1,,sd,6.4,6.2,4.7,4.9,5.4,5.8,6.6,7.2,8.5,9.2
62,stable,medium,200,exponential,1,,sd,4.1,4.1,3.3,3.4,3.7,3.9,4.3,4.5,5.1,5.3
63,stable,short,200,exponential,1,,sd,1.2,1.2,0.99,1,1.1,1.1,1.2,1.2,1.3,1.4
64,120 days,,834,ebola_case_study,,real-time,sd,3.7,3.6,3.3,3.4,3.5,3.6,3.7,3.8,4,4.1
65,120 days,,1032,ebola_case_study,,retrospective,sd,3.5,3.5,3.3,3.3,3.4,3.5,3.6,3.6,3.8,3.8
66,180 days,,3149,ebola_case_study,,real-time,sd,3.6,3.6,3.4,3.5,3.5,3.6,3.6,3.6,3.7,3.7
67,180 days,,3532,ebola_case_study,,retrospective,sd,3.7,3.7,3.5,3.6,3.6,3.6,3.7,3.7,3.8,3.8
68,240 days,,2399,ebola_case_study,,real-time,sd,3.3,3.3,3.1,3.2,3.2,3.3,3.4,3.4,3.5,3.5
69,240 days,,2483,ebola_case_study,,retrospective,sd,3.3,3.3,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.4
70,60 days,,401,ebola_case_study,,real-time,sd,2.5,2.5,2.2,2.3,2.4,2.4,2.6,2.6,2.8,2.8
71,60 days,,428,ebola_case_study,,retrospective,sd,2.7,2.7,2.4,2.5,2.6,2.7,2.8,2.8,3,3
