id,scenario,distribution,sample_size,data_type,replicate,obs_type,parameter,mean,median,q2.5,q5,q20,q35,q65,q80,q95,q97.5
10,past peak,long,10,outbreak,1,,sd,Inf,9.2e+86,44,140,4e+07,1.5e+24,Inf,Inf,Inf,Inf
11,past peak,medium,10,outbreak,1,,sd,Inf,2e+37,8.1,16,11000,1.9e+11,5.6e+171,Inf,Inf,Inf
12,past peak,short,10,outbreak,1,,sd,Inf,6.9e+11,2.5,3.4,30,6900,4.3e+57,Inf,Inf,Inf
13,early outbreak,long,100,outbreak,1,,sd,Inf,33,4.4,5,8.9,15,130,3100,7.6e+13,Inf
14,early outbreak,medium,100,outbreak,1,,sd,2.7,2.4,1.8,1.8,2.1,2.2,2.6,2.9,3.6,4
15,early outbreak,short,100,outbreak,1,,sd,1.3e+259,2.8,1.9,1.9,2.3,2.6,3.2,3.8,5.8,7.6
16,late outbreak,long,100,outbreak,1,,sd,110,13,7.5,8.1,9.8,11,15,19,34,49
17,late outbreak,medium,100,outbreak,1,,sd,4.2,4.1,3.3,3.4,3.7,3.9,4.4,4.6,5.3,5.6
18,late outbreak,short,100,outbreak,1,,sd,1.8,1.7,1.4,1.5,1.6,1.7,1.8,1.9,2.1,2.2
19,near peak,long,100,outbreak,1,,sd,Inf,23,5.6,6.3,9.5,14,56,910,1e+99,Inf
20,near peak,medium,100,outbreak,1,,sd,4.5,4.2,3,3.1,3.6,3.9,4.6,5.2,6.6,7.5
21,near peak,short,100,outbreak,1,,sd,1.6,1.6,1.3,1.3,1.4,1.5,1.6,1.7,1.9,2
22,past peak,long,100,outbreak,1,,sd,8.1,7.2,4.8,5.1,5.9,6.5,8,9.2,13,16
23,past peak,medium,100,outbreak,1,,sd,4.2,4.1,3.1,3.3,3.6,3.9,4.4,4.7,5.6,5.9
24,past peak,short,100,outbreak,1,,sd,1.6,1.5,1.3,1.3,1.4,1.5,1.6,1.7,1.9,1.9
25,early outbreak,long,200,outbreak,1,,sd,9300,16,6,6.6,9.3,12,25,48,320,800
26,early outbreak,medium,200,outbreak,1,,sd,8.1,5.5,3.3,3.5,4.2,4.9,6.3,8,14,19
27,early outbreak,short,200,outbreak,1,,sd,1.7,1.7,1.4,1.4,1.5,1.6,1.7,1.8,2,2.1
28,late outbreak,long,200,outbreak,1,,sd,12,11,7.4,7.8,9.1,10,12,14,19,22
29,late outbreak,medium,200,outbreak,1,,sd,4.8,4.8,4,4.1,4.4,4.6,4.9,5.2,5.8,6
30,late outbreak,short,200,outbreak,1,,sd,1.7,1.7,1.5,1.5,1.6,1.7,1.8,1.8,2,2
31,near peak,long,200,outbreak,1,,sd,19,12,6.9,7.5,9.3,11,15,19,35,55
32,near peak,medium,200,outbreak,1,,sd,6.5,6.2,4.4,4.6,5.2,5.7,6.7,7.5,9.7,11
33,near peak,short,200,outbreak,1,,sd,1.5,1.4,1.3,1.3,1.4,1.4,1.5,1.5,1.7,1.7
34,past peak,long,200,outbreak,1,,sd,8.2,7.9,5.7,6,6.7,7.3,8.5,9.4,12,13
35,past peak,medium,200,outbreak,1,,sd,4.9,4.8,3.9,4,4.4,4.6,5.1,5.4,6.1,6.3
36,past peak,short,200,outbreak,1,,sd,1.7,1.7,1.5,1.5,1.6,1.7,1.8,1.8,2,2
37,early outbreak,long,400,outbreak,1,,sd,3e+16,130,14,17,35,64,340,1600,460000,8700000
38,early outbreak,medium,400,outbreak,1,,sd,4.2,4,3,3.2,3.6,3.8,4.3,4.7,5.6,6
39,early outbreak,short,400,outbreak,1,,sd,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.8,1.9,2
40,late outbreak,long,400,outbreak,1,,sd,8.2,8.1,6.6,6.8,7.4,7.8,8.4,8.9,9.9,10
41,late outbreak,medium,400,outbreak,1,,sd,4.5,4.5,3.9,4,4.2,4.3,4.6,4.8,5.1,5.2
42,late outbreak,short,400,outbreak,1,,sd,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9
43,near peak,long,400,outbreak,1,,sd,16,14,8,8.6,10,12,16,20,30,39
44,near peak,medium,400,outbreak,1,,sd,4.2,4.1,3.4,3.5,3.8,4,4.3,4.6,5.1,5.2
45,near peak,short,400,outbreak,1,,sd,1.6,1.6,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.8
46,past peak,long,400,outbreak,1,,sd,9.3,9,6.9,7.2,8,8.5,9.6,10,12,13
47,past peak,medium,400,outbreak,1,,sd,3.9,3.9,3.4,3.5,3.7,3.8,4,4.1,4.4,4.5
48,past peak,short,400,outbreak,1,,sd,1.6,1.6,1.4,1.5,1.5,1.5,1.6,1.6,1.7,1.8
49,decay,long,200,exponential,1,,sd,7,6.8,5.1,5.3,6,6.4,7.3,8,9.4,10
50,decay,medium,200,exponential,1,,sd,4,3.9,3.2,3.3,3.5,3.7,4.1,4.3,4.9,5.1
51,decay,short,200,exponential,1,,sd,1.8,1.8,1.6,1.6,1.7,1.8,1.9,1.9,2.1,2.2
52,fast decay,long,200,exponential,1,,sd,13,12,7.8,8.2,9.6,11,14,16,23,27
53,fast decay,medium,200,exponential,1,,sd,3.8,3.8,3.2,3.2,3.5,3.6,3.9,4.1,4.4,4.6
54,fast decay,short,200,exponential,1,,sd,1.7,1.7,1.5,1.5,1.6,1.6,1.7,1.8,1.9,2
55,fast growth,long,200,exponential,1,,sd,Inf,160,13,16,33,67,560,4700,7300000,7.6e+09
56,fast growth,medium,200,exponential,1,,sd,6.9,6.2,3.9,4.2,5,5.5,6.9,8.2,12,14
57,fast growth,short,200,exponential,1,,sd,2,2,1.6,1.7,1.8,1.9,2.1,2.2,2.5,2.6
58,growth,long,200,exponential,1,,sd,Inf,30,8.8,9.8,15,20,49,130,75000,3.5e+09
59,growth,medium,200,exponential,1,,sd,4.5,4.4,3.3,3.4,3.9,4.1,4.7,5.1,6.1,6.5
60,growth,short,200,exponential,1,,sd,1.7,1.7,1.4,1.5,1.6,1.6,1.7,1.8,2,2
61,stable,long,200,exponential,1,,sd,8.4,7.9,5.5,5.8,6.7,7.3,8.7,9.8,13,14
62,stable,medium,200,exponential,1,,sd,4.7,4.6,3.6,3.8,4.1,4.4,4.8,5.1,5.8,6.1
63,stable,short,200,exponential,1,,sd,1.6,1.6,1.4,1.4,1.5,1.5,1.6,1.7,1.8,1.9
64,120 days,,834,ebola_case_study,,real-time,sd,3.8,3.8,3.5,3.5,3.7,3.8,3.9,4,4.2,4.3
65,120 days,,1032,ebola_case_study,,retrospective,sd,3.7,3.7,3.4,3.4,3.6,3.6,3.7,3.8,3.9,4
66,180 days,,3149,ebola_case_study,,real-time,sd,3.8,3.8,3.6,3.6,3.7,3.7,3.8,3.8,3.9,3.9
67,180 days,,3532,ebola_case_study,,retrospective,sd,3.8,3.8,3.7,3.7,3.7,3.8,3.8,3.9,3.9,3.9
68,240 days,,2399,ebola_case_study,,real-time,sd,3.7,3.7,3.5,3.5,3.6,3.6,3.7,3.8,3.9,3.9
69,240 days,,2483,ebola_case_study,,retrospective,sd,3.6,3.6,3.4,3.4,3.5,3.5,3.6,3.7,3.7,3.8
70,60 days,,401,ebola_case_study,,real-time,sd,2.4,2.4,2.2,2.2,2.3,2.4,2.5,2.5,2.7,2.7
71,60 days,,428,ebola_case_study,,retrospective,sd,2.6,2.6,2.4,2.4,2.5,2.6,2.7,2.7,2.9,2.9
